Points,0,,,1,,,2,,,3,,,4,,,
0,-4.985,-0.357,-33.406,0,0,0,-11.039,-5.716,-21.008,-16.025,-15.363,-26.518,
1,-34.008,3.394,-6.371,-10.683,5.002,-34.783,5.164,-2.68,-32.889,7.478,11.433,-68.534,
2,26.708,8.932,-19.975,26.708,32.155,-17.22,59.648,34.477,-23.935,-613.035,354.24,1596.769,
3,28.132,22.866,-25.485,36.857,6.61,-10.16,46.294,4.645,-2.411,73.18,26.974,10.16,
